IDAE -  ,,,,,,,,
MG MG4 Electric 170 CV (125 kW) AF5LKEAA,,Eléctricos puros,M1,2083,16.7,125,351,51
MG MG4 Electric 170 CV (125 kW) STD: AF5LKEA,,Eléctricos puros,M1,2103,16.7,125,351,51
MG MG4 Electric 203 CV (150 kW) COM: BF5LKEB,,Eléctricos puros,M1,2133,15.7,150,453,64
MG MG4 Electric 203 CV (150 kW) LUX: BF5LKEE,,Eléctricos puros,M1,2133,16.5,150,436,64
MG MG4 Electric 204 CV (150 kW) BF5LKE??,,Eléctricos puros,M1,2113,15.7,150,464,64
MG MG4 Electric 245 CV (180 kW) CF5LKE?E,,Eléctricos puros,M1,2209,16,180,523,77
MG MG4 Electric 435 CV (320 kW) DF5LKE?D,,Eléctricos puros,M1,2261,18,320,397,66
MG MG5 Electric 115 kW (01-LSJ-I),,Eléctricos puros,M1,2017,15.8,115,402,61.1
MG MG5 Electric 115 kW (03-LSJ-I),,Eléctricos puros,M1,2017,16.7,115,380,61.1
MG MG5 Electric 115 kW (05-LSJ-I),,Eléctricos puros,M1,2017,17,115,402,61.1
MG MG5 Electric 115 kW (07-LSJ-I),,Eléctricos puros,M1,2017,17.6,115,390,61.1
MG MG5 Electric 130 kW (02-LSJ-I),,Eléctricos puros,M1,2017,16.8,130,324,50.3
MG MG5 Electric 130 kW (04-LSJ-I),,Eléctricos puros,M1,2017,17.2,130,318,50.3
MG MG5 Electric 130 kW (06-LSJ-I),,Eléctricos puros,M1,2017,17.4,130,321,50.3
MG MG5 Electric 130 kW (08-LSJ-I),,Eléctricos puros,M1,2017,17.9,130,310,50.3
MINI 3 puertas COOPER SE,,Eléctricos puros,M1,1775,15.3,135,233,32.6
MINI ACEMAN E,,Eléctricos puros,M1,2170,14.2,135,309,42.5
MINI ACEMAN SE,,Eléctricos puros,M1,2235,14,160,404,54.2
MINI CABRIO COOPER SE,,Eléctricos puros,M1,1770,17.2,135,201,32.6
MINI COOPER ELÉCTRICO E,,Eléctricos puros,M1,1990,13.8,135,305,40.7
MINI COOPER ELÉCTRICO SE,,Eléctricos puros,M1,2055,14.1,160,402,54.2
MINI COUNTRYMAN E,,Eléctricos puros,M1,2435,15.7,150,432,65
MINI COUNTRYMAN SE,,Eléctricos puros,M1,2570,16.8,230,462,65
Nissan ARIYA 63kWh 160kW (217CV) 4x2 ADVANCE,,Eléctricos puros,M1,2333,17.7,160,403,63
Nissan ARIYA 63kWh 160kW (217CV) 4x2 ADVANCE  Cargador 22kW,,Eléctricos puros,M1,2333,17.7,160,403,63
Nissan ARIYA 63kWh 160kW (217CV) 4x2 ADVANCE  Cargador 22kW + Techo Solar,,Eléctricos puros,M1,2333,17.8,160,403,63
Nissan ARIYA 63kWh 160kW (217CV) 4x2 ENGAGE,,Eléctricos puros,M1,2333,17.6,160,404,63
Nissan ARIYA 63kWh 160kW (217CV) 4x2 ENGAGE P. Tech,,Eléctricos puros,M1,2333,17.6,160,404,63
Nissan ARIYA 63kWh 160kW (217CV) 4x2 EVOLVE,,Eléctricos puros,M1,2333,17.9,160,397,63
Nissan ARIYA 63kWh 160kW (217CV) 4x2 EVOLVE  Cargador 22kW,,Eléctricos puros,M1,2333,17.9,160,397,63
Nissan ARIYA 87kWh 178kW (242CV) 4x2 ADVANCE,,Eléctricos puros,M1,2460,18.3,178,533,87
Nissan ARIYA 87kWh 178kW (242CV) 4x2 ADVANCE  Cargador 22kW,,Eléctricos puros,M1,2460,18.3,178,533,87
Nissan ARIYA 87kWh 178kW (242CV) 4x2 ADVANCE  Cargador 22kW + Techo Solar,,Eléctricos puros,M1,2460,18.4,178,533,87
Nissan ARIYA 87kWh 178kW (242CV) 4x2 ENGAGE,,Eléctricos puros,M1,2460,18,178,536,87
Nissan ARIYA 87kWh 178kW (242CV) 4x2 ENGAGE P. Tech,,Eléctricos puros,M1,2460,18.1,178,536,87
Nissan ARIYA 87kWh 178kW (242CV) 4x2 EVOLVE,,Eléctricos puros,M1,2460,18.4,178,525,87
Nissan ARIYA 87kWh 178kW (242CV) 4x2 EVOLVE  Cargador 22kW,,Eléctricos puros,M1,2460,18.4,178,525,87
Nissan ARIYA 87kWh 178kW (242CV) 4x2 EVOLVE P. Sport,,Eléctricos puros,M1,2460,18.6,178,525,87
Nissan ARIYA 87kWh 225kW (306CV) e-4ORCE ADVANCE,,Eléctricos puros,M1,2590,19.9,225,509,87
Nissan ARIYA 87kWh 225kW (306CV) e-4ORCE ADVANCE Cargador 22kW,,Eléctricos puros,M1,2590,19.9,225,509,87
Nissan ARIYA 87kWh 225kW (306CV) e-4ORCE ADVANCE Cargador 22kWh Techo Solar,,Eléctricos puros,M1,2590,20.3,225,509,87
Nissan ARIYA 87kWh 225kW (306CV) e-4ORCE EVOLVE,,Eléctricos puros,M1,2590,19.9,225,509,87
Nissan ARIYA 87kWh 225kW (306CV) e-4ORCE EVOLVE Cargador 22kW,,Eléctricos puros,M1,2590,19.9,225,509,87
Nissan ARIYA 87kWh 225kW (306CV) e-4ORCE EVOLVE Cargador 22kW Pack Sport,,Eléctricos puros,M1,2590,20.3,225,509,87
Nissan ARIYA 87kWh 290kW (394CV) Perf. e-4ORCE EVOLVE+,,Eléctricos puros,M1,2590,20.4,290,498,87
Nissan ARIYA 87kWh 290kW (394CV) Perf. e-4ORCE EVOLVE+ Cargador 22kW,,Eléctricos puros,M1,2590,20.4,290,498,87
Nissan ARIYA ADVANCE + Cargador 22kW + Techo Solar B. 63kWh 160kW (218CV) 4x2,,Eléctricos puros,M1,1914,17.6,160,403,63
Nissan ARIYA ADVANCE + Cargador 22kW B. 63kWh 160kW (218CV) 4x2,,Eléctricos puros,M1,1914,17.6,160,403,63
Nissan ARIYA ADVANCE + Techo Solar B. 63kWh 160kW (218CV) 4x2,,Eléctricos puros,M1,1914,17.6,160,403,63
Nissan ARIYA ADVANCE B. 63kWh 160kW (218CV) 4x2,,Eléctricos puros,M1,1914,17.6,160,403,63
Nissan ARIYA EVOLVE + Cargador 22kW + Llantas aleación 20 + Piel Nappa B. 63kWh 160kW (218CV) 4x2,,Eléctricos puros,M1,1948,17.8,160,398,63
Nissan ARIYA EVOLVE + Cargador 22kW + Llantas aleación 20 + Piel Nappa B. 87kWh 178kW (242CV) 4x2,,Eléctricos puros,M1,2089,18.5,178,520,87
Nissan ARIYA EVOLVE + Cargador 22kW + Llantas aleación 20 + Piel Nappa B. 87kWh 225kW (306CV) 4x4 e-4ORCE,,Eléctricos puros,M1,2218,19.5,225,493,87
Nissan ARIYA EVOLVE + Cargador 22kW B. 63kWh 160kW (218CV) 4x2,,Eléctricos puros,M1,1948,17.8,160,398,63
Nissan ARIYA EVOLVE + Cargador 22kW B. 87kWh 178kW (242CV) 4x2,,Eléctricos puros,M1,2089,18.5,178,520,87
Nissan ARIYA EVOLVE + Cargador 22kW B. 87kWh 225kW (306CV) 4x4 e-4ORCE,,Eléctricos puros,M1,2218,19.5,225,493,87
Nissan ARIYA EVOLVE + Llantas aleación 20 + Piel Nappa B. 63kWh 160kW (218CV) 4x2,,Eléctricos puros,M1,1948,17.8,160,398,63
Nissan ARIYA EVOLVE + Llantas aleación 20 + Piel Nappa B. 87kWh 178kW (242CV) 4x2,,Eléctricos puros,M1,2089,18.5,178,520,87
Nissan ARIYA EVOLVE + Llantas aleación 20 + Piel Nappa B. 87kWh 225kW (306CV) 4x4 e-4ORCE,,Eléctricos puros,M1,2218,19.5,225,493,87
Nissan ARIYA EVOLVE B. 63kWh 160kW (218CV) 4x2,,Eléctricos puros,M1,1948,17.8,160,398,63
Nissan ARIYA EVOLVE B. 87kWh 178kW (242CV) 4x2,,Eléctricos puros,M1,2089,18.5,178,520,87
Nissan ARIYA EVOLVE B. 87kWh 225kW (306CV) 4x4 e-4ORCE,,Eléctricos puros,M1,2218,19.5,225,493,87
Nissan eNV200 Combi 5p 40 kWh,,Eléctricos puros,M1,2250,25.9,80,200,40
Nissan eNV200 Evalia 5 40 kWh,,Eléctricos puros,M1,2250,25.9,80,200,40
Nissan eNV200 Evalia 7 40 kWh,,Eléctricos puros,M1,2250,25.9,80,200,40
Nissan LEAF 40kWh 2.ZERO,,Eléctricos puros,M1,1995,20.6,110,270,40
Nissan LEAF 40kWh Access,,Eléctricos puros,M1,1995,20.6,110,270,40
Nissan LEAF 40kWh Acenta,,Eléctricos puros,M1,1995,20.6,110,270,40
Nissan LEAF 40kWh N-Connecta,,Eléctricos puros,M1,1995,20.6,110,270,40
Nissan LEAF 40kWh Tekna,,Eléctricos puros,M1,1995,20.6,110,270,40
Nissan LEAF 40kWh Visia,,Eléctricos puros,M1,1995,20.6,110,285,40
Nissan LEAF 62kWh e+ Acenta,,Eléctricos puros,M1,2140,18.5,160,385,62
Nissan LEAF 62kWh e+ N-Connecta,,Eléctricos puros,M1,2140,18.5,160,385,62
Nissan LEAF 62kWh e+ Tekna,,Eléctricos puros,M1,2140,18.5,160,385,62
OMODA Omoda E5 COMFORT 150kW (204cv),,Eléctricos puros,M1,2246,15.6,150,430,61.1
OMODA Omoda E5 PREMIUM 150kW (204cv),,Eléctricos puros,M1,2246,15.6,150,430,61.1
Opel Astra 5P Electric (MY24.0) Edition Electric 54kWh 156 CV (115kW),,Eléctricos puros,M1,2100,14.8,115,419,54
Opel Astra 5P Electric (MY24.0) GS Electric 54kWh 156 CV (115kW),,Eléctricos puros,M1,2100,14.8,115,419,54
Opel Astra ST Electric (MY24.0) Edition Electric 54kWh 156 CV (115kW),,Eléctricos puros,M1,2175,15,115,413,54
Opel Astra ST Electric (MY24.0) GS Electric 54kWh 156 CV (115kW),,Eléctricos puros,M1,2175,15,115,413,54
Opel Combo Nuevo Combo Electric 100Kw & 50kWh Batería,,Eléctricos puros,M1,2360,18,100,345,50
Opel Combo Nuevo Combo Electric GS 100Kw & 50kWh Batería,,Eléctricos puros,M1,2360,18.3,100,341,50
Opel Combo Nuevo Combo Electric XL 100Kw & 50kWh Batería,,Eléctricos puros,M1,2390,18.4,100,338,50
Opel Combo Nuevo Combo Electric XL GS 100Kw & 50kWh Batería,,Eléctricos puros,M1,2390,18.6,100,336,50
Opel Combo-e Life (MY22.0) EDITION 100kw / 136 CV,,Eléctricos puros,M1,2290,19.2,100,287,50
Opel Combo-e Life (MY22.0) ELEGANCE 100kw / 136 CV,,Eléctricos puros,M1,2290,19.5,100,283,50
Opel Combo-e Life (MY22.0) ELEGANCE 100kw / 136 CV,,Eléctricos puros,M1,2320,19.9,100,279,50
Opel Combo-e Life (MY22.0) ELEGANCE PLUS 100kw / 136 CV,,Eléctricos puros,M1,2290,19.8,100,280,50
Opel Combo-e Life (MY23B) Combo -e Life L Edition 100kw / 136 CV,,Eléctricos puros,M1,2290,19.2,100,287,50
Opel Combo-e Life (MY23B) Combo -e Life L Edition Plus 100kw / 136 CV,,Eléctricos puros,M1,2290,19.2,100,287,50
Opel Combo-e Life (MY23B) Combo -e Life L Elegance Plus 100kw / 136 CV,,Eléctricos puros,M1,2290,19.8,100,280,50
Opel Combo-e Life (MY23B) Combo -e Life XL Edition 100kw / 136 CV,,Eléctricos puros,M1,2290,19.2,100,287,50
Opel Combo-e Life (MY23B) Combo -e Life XL Edition Plus 100kw / 136 CV,,Eléctricos puros,M1,2290,19.2,100,287,50
Opel Combo-e Life (MY23B) Combo -e Life XL Elegance Plus 100kw / 136 CV,,Eléctricos puros,M1,2290,19.8,100,280,50
Opel Corsa Electric (MY24.0) Edition Electric 50kWh 136 CV (100kW),,Eléctricos puros,M1,1920,15.8,100,354,50
Opel Corsa Electric (MY24.0) GS Electric 51kWh Long Range 156 CV (115kW),,Eléctricos puros,M1,1920,14.2,115,405,51
Opel Corsa-e (MY20.0) Edition-e BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1916,17,100,330,50
Opel Corsa-e (MY20.0) First Edition BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1916,17,100,330,50
Opel Corsa-e (MY20.0) Selection-e BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1916,17,100,330,50
Opel Corsa-e (MY20.5) Edition-e BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1916,17,100,330,50
Opel Corsa-e (MY20.5) Elegance-e BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1916,17,100,330,50
Opel Corsa-e (MY20.5) First Edition BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1916,17,100,330,50
Opel Corsa-e (MY20.5) Selection-e BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1916,17,100,330,50
Opel Corsa-e (MY21.A) Edition-e BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1916,17,100,337,50
Opel Corsa-e (MY21.A) Elegance-e BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1916,17,100,337,50
Opel Corsa-e (MY21.A) GS Line + - e BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1916,17,100,337,50
Opel Corsa-e (MY21.A) Ultimate-e BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1916,17,100,337,50
Opel Corsa-e (MY21.B) Edition-e BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1916,17,100,337,50
Opel Corsa-e (MY21.B) Elegance-e BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1916,17,100,337,50
Opel Corsa-e (MY21.B) GS Line + - e BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1916,17,100,337,50
Opel Corsa-e (MY21.B) Ultimate-e BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1916,17,100,337,50
Opel Corsa-e (MY21.C) Design & Tech BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1920,16.2,100,345,50
Opel Corsa-e (MY21.C) Edition-e BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1916,17,100,337,50
Opel Corsa-e (MY21.C) Elegance-e BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1916,17,100,337,50
Opel Corsa-e (MY21.C) GS Line + - e BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1916,17,100,337,50
Opel Corsa-e (MY21.C) Ultimate-e BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1916,17,100,337,50
Opel Corsa-e (MY22.0) 40 Aniversario BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1920,16.2,100,353,50
Opel Corsa-e (MY22.0) Edition-e BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1920,15.9,100,351,50
Opel Corsa-e (MY22.0) Elegance-e BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1920,16.2,100,345,50
Opel Corsa-e (MY22.0) GS-Line-e BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1920,16.2,100,345,50
Opel Corsa-e (MY22.0) Ultimate-e BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1920,15.9,100,351,50
Opel Corsa-e (MY23.0) Edition BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1920,15.5,100,361,50
Opel Corsa-e (MY23.0) Elegance BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1920,15.5,100,361,50
Opel Corsa-e (MY23.0) GS BEV 50kWh 136 CV (100kW),,Eléctricos puros,M1,1920,15.5,100,361,50
Opel Mokka (MY21.0) Mokka-e BEV 50kWh Business Elegance,,Eléctricos puros,M1,2015,17.8,100,324,50
Opel Mokka (MY21.0) Mokka-e BEV 50kWh Edition,,Eléctricos puros,M1,2015,17.8,100,324,50
Opel Mokka (MY21.0) Mokka-e BEV 50kWh GS Line,,Eléctricos puros,M1,2015,17.8,100,324,50
Opel Mokka (MY21.0) Mokka-e BEV 50kWh Ultimate,,Eléctricos puros,M1,2015,17.8,100,324,50
Opel Mokka-e (MY22.0) Business elegance-e BEV 136 cv (100kW),,Eléctricos puros,M1,2015,17,100,363,50
Opel Mokka-e (MY22.0) Edition-e BEV 136 cv (100kW),,Eléctricos puros,M1,2015,17,100,363,50
Opel Mokka-e (MY22.0) GS line-e BEV 136 cv (100kW),,Eléctricos puros,M1,2015,17,100,363,50
Opel Mokka-e (MY22.0) Ultimate-e BEV 136 cv (100kW),,Eléctricos puros,M1,2015,17,100,363,50
Opel Mokka-e (MY23.0) GS-e 136 cv (100kW),,Eléctricos puros,M1,2015,16.7,57,324,50
Opel Mokka-e (MY23.0) Ultimate-e 136 cv (100kW),,Eléctricos puros,M1,2015,16.7,57,324,50
Opel Mokka-e (MY24.0) EDITION-e 136 CV (100kW),,Eléctricos puros,M1,2015,16.7,100,324,50
Opel Mokka-e (MY24.0) GS-e 136 CV (100kW),,Eléctricos puros,M1,2015,16.7,100,324,50
Opel Mokka-e (MY24.0) GS-e 156 CV (115kW),,Eléctricos puros,M1,2015,16.4,115,374,51
Opel Mokka-e (MY24.0) ULTIMATE-e 136 CV (100kW),,Eléctricos puros,M1,2015,16.7,100,324,50
Opel Mokka-e (MY24.0) ULTIMATE-e 156 CV (115kW),,Eléctricos puros,M1,2015,16.4,115,374,51
Opel Vivaro Combi Nuevo Vivaro Combi Electric Motor 100 kW + 50 kWh Batería,,Eléctricos puros,M1,3000,239,100,220,50
Opel Vivaro Combi Nuevo Vivaro Combi Electric Motor 100 kW + 75 kWh Batería,,Eléctricos puros,M1,3100,240,100,348,75
Opel Vivaro Combi Nuevo Vivaro Combi Electric XL Motor 100 kW + 50 kWh Batería,,Eléctricos puros,M1,3030,224,100,234,50
Opel Vivaro Combi Nuevo Vivaro Combi Electric XL Motor 100 kW + 75 kWh Batería,,Eléctricos puros,M1,3130,242,100,345,75
"Opel Vivaro Combi-e (MY22.0) Opel Vivaro Combi-e (MY22,0) L EXPRESS BEV 230 100kw / 136 CV",,Eléctricos puros,M1,3030,28.2,100,238,50
"Opel Vivaro Combi-e (MY22.0) Opel Vivaro Combi-e (MY22,0) L EXPRESS BEV 330 100kw / 136 CV",,Eléctricos puros,M1,3100,29.5,100,315,75
"Opel Vivaro Combi-e (MY22.0) Opel Vivaro Combi-e (MY22,0) M EXPRESS BEV 230 100kw / 136 CV",,Eléctricos puros,M1,3015,28.1,100,220,50
"Opel Vivaro Combi-e (MY22.0) Opel Vivaro Combi-e (MY22,0) M EXPRESS BEV 330 100kw / 136 CV",,Eléctricos puros,M1,3100,29.5,100,317,75
Opel Vivaro-e (MY 21.0) Combi Express L BEV 230 136 CV (100KW),,Eléctricos puros,M1,3030,24.7,100,231,50
Opel Vivaro-e (MY 21.0) Combi Express L BEV 330 136 CV (100KW),,Eléctricos puros,M1,3100,25.9,100,329,75
Opel Vivaro-e (MY 21.0) Combi Express M BEV 230 136 CV (100KW),,Eléctricos puros,M1,3015,24.7,100,231,50
Opel Vivaro-e (MY 21.0) Combi Express M BEV 330 136 CV (100KW),,Eléctricos puros,M1,3100,25.9,100,329,75
Opel Vivaro-e (MY 21.0) Combi Express S BEV 230 136 CV (100KW),,Eléctricos puros,M1,2925,24.7,100,231,50
Opel Zafira  Nuevo Zafira Electric GS Motor 100 kW + 75 kWh Batería,,Eléctricos puros,M1,3100,241,100,346,75
Opel Zafira  Nuevo Zafira Electric Motor 100 kW + 50 kWh Batería,,Eléctricos puros,M1,2941,240,100,220,50
Opel Zafira  Nuevo Zafira Electric Motor 100 kW + 75 kWh Batería,,Eléctricos puros,M1,3100,224,100,371,75
Opel Zafira  Nuevo Zafira Electric XL GS Motor 100 kW + 75 kWh Batería,,Eléctricos puros,M1,3090,243,100,343,75
Opel Zafira  Nuevo Zafira Electric XL Motor 100 kW + 50 kWh Batería,,Eléctricos puros,M1,2941,242,100,218,50
Opel Zafira  Nuevo Zafira Electric XL Motor 100 kW + 75 kWh Batería,,Eléctricos puros,M1,3090,264,100,313,75
Opel Zafira-e Life (MY21.0) Business Edition L BEV 230 136 CV (100 KW),,Eléctricos puros,M1,3030,24.7,100,231,50
Opel Zafira-e Life (MY21.0) Business Edition L BEV 330 136 CV (100 KW),,Eléctricos puros,M1,3100,25.9,100,329,75
Opel Zafira-e Life (MY21.0) Business Edition M BEV 230 136 CV (100 KW),,Eléctricos puros,M1,3015,24.7,100,231,50
Opel Zafira-e Life (MY21.0) Business Edition M BEV 330 136 CV (100 KW),,Eléctricos puros,M1,3100,25.9,100,329,75
Opel Zafira-e Life (MY21.0) Business Edition S BEV 230 136 CV (100 KW),,Eléctricos puros,M1,2925,24.7,100,231,50
Opel Zafira-e Life (MY21.0) Business Elegance L BEV 230 136 CV (100 KW),,Eléctricos puros,M1,2830,24.7,100,231,50
Opel Zafira-e Life (MY21.0) Business Elegance L BEV 330 136 CV (100 KW),,Eléctricos puros,M1,2970,25.9,100,329,75
Opel Zafira-e Life (MY21.0) Business Elegance M BEV 230 136 CV (100 KW),,Eléctricos puros,M1,2810,24.7,100,231,50
Opel Zafira-e Life (MY21.0) Business Elegance M BEV 330 136 CV (100 KW),,Eléctricos puros,M1,2965,25.9,100,329,75
Opel Zafira-e Life (MY21.0) Edition L BEV 230 136 CV (100 KW),,Eléctricos puros,M1,2965,24.7,100,231,50
Opel Zafira-e Life (MY21.0) Edition L BEV 330 136 CV (100 KW),,Eléctricos puros,M1,3100,25.9,100,329,75
Opel Zafira-e Life (MY21.0) Edition M BEV 230 136 CV (100 KW),,Eléctricos puros,M1,2950,24.7,100,231,50
Opel Zafira-e Life (MY21.0) Edition M BEV 330 136 CV (100 KW),,Eléctricos puros,M1,3100,25.9,100,329,75
Opel Zafira-e Life (MY21.0) Edition S BEV 230 136 CV (100 KW),,Eléctricos puros,M1,2855,24.7,100,231,50
Opel Zafira-e Life (MY21.0) Elegance L BEV 230 136 CV (100 KW),,Eléctricos puros,M1,2965,24.7,100,231,50
Opel Zafira-e Life (MY21.0) Elegance L BEV 330 136 CV (100 KW),,Eléctricos puros,M1,3100,25.9,100,329,75
Opel Zafira-e Life (MY21.0) Elegance M BEV 230 136 CV (100 KW),,Eléctricos puros,M1,2950,24.7,100,231,50
Opel Zafira-e Life (MY21.0) Elegance M BEV 330 136 CV (100 KW),,Eléctricos puros,M1,3100,25.9,100,329,75
Peugeot 308 5P Allure Eléctrico 156 (115 Kw),,Eléctricos puros,M1,2110,14.4,115,413,54
Peugeot 308 5P GT Eléctrico 156 (115 Kw),,Eléctricos puros,M1,2110,14.4,115,413,54
Peugeot 308 SW Allure Eléctrico 156 (115 Kw),,Eléctricos puros,M1,2175,14.4,115,413,54
Peugeot 308 SW GT Eléctrico 156 (115 Kw),,Eléctricos puros,M1,2175,14.4,115,413,54
Peugeot E-308 5P Allure Eléctrico 156 (115 Kw),,Eléctricos puros,M1,2110,14.4,115,413,54
Peugeot E-308 5P GT Eléctrico 156 (115 Kw),,Eléctricos puros,M1,2110,14.4,115,413,54
Peugeot E-308 SW Allure Eléctrico 156 (115 Kw),,Eléctricos puros,M1,2175,14.4,115,413,54
Peugeot E-308 SW GT Eléctrico 156 (115 Kw),,Eléctricos puros,M1,2175,14.4,115,413,54
Peugeot Expert Combi e-Expert Combi Eléctrico 100 Kw Batería 50 Kwh Compact,,Eléctricos puros,M1,2925,281.6,100,196,50
Peugeot Expert Combi e-Expert Combi Eléctrico 100 Kw Batería 50 Kwh Long,,Eléctricos puros,M1,3030,281.6,100,196,50
Peugeot Expert Combi e-Expert Combi Eléctrico 100 Kw Batería 50 Kwh Standard,,Eléctricos puros,M1,3015,281.6,100,196,50
Peugeot Expert Combi e-Expert Combi Eléctrico 100 Kw Batería 75 Kwh Long,,Eléctricos puros,M1,3100,294.9,100,285,75
Peugeot Expert Combi e-Expert Combi Eléctrico 100 Kw Batería 75 Kwh Standard,,Eléctricos puros,M1,3100,294.9,100,285,75
Peugeot ION ION,,Eléctricos puros,M1,1450,126,35,150,14.5
Peugeot N2008 Active Eléctrico 156 (115Kw),,Eléctricos puros,M1,2030,14.2,115,434,54
Peugeot N2008 Allure Eléctrico 156 (115Kw),,Eléctricos puros,M1,2030,14.2,115,434,54
Peugeot N2008 First Edition Eléctrico 156 (115Kw),,Eléctricos puros,M1,2030,14.2,115,434,54
Peugeot N2008 GT Eléctrico 136 (100 Kw),,Eléctricos puros,M1,2030,16.7,100,345,50
Peugeot N2008 GT Eléctrico 156 (115Kw),,Eléctricos puros,M1,2030,14.2,115,434,54
Peugeot Nuevo 2008 2008 Active Eléctrico 136 Cv (100 Kw),,Eléctricos puros,M1,2030,,100,310,50
Peugeot Nuevo 2008 2008 Active Pack Eléctrico 136 Cv (100 Kw),,Eléctricos puros,M1,2030,,100,310,50
Peugeot Nuevo 2008 2008 Allure Eléctrico 136 Cv (100 Kw),,Eléctricos puros,M1,2030,,100,310,50
Peugeot Nuevo 2008 2008 Allure Pack Eléctrico 136 Cv (100 Kw),,Eléctricos puros,M1,2030,,100,310,50
Peugeot Nuevo 2008 2008 GT Eléctrico 136 Cv (100 Kw),,Eléctricos puros,M1,2030,,100,310,50
Peugeot Nuevo 2008 2008 GT Line Eléctrico 136 Cv (100 Kw),,Eléctricos puros,M1,2030,,100,310,50
Peugeot Nuevo 2008 2008 GT Pack Eléctrico 136 Cv (100 Kw),,Eléctricos puros,M1,2030,,100,310,50
Peugeot Nuevo 2008 2008 Style eléctrico 136 (100Kw),,Eléctricos puros,M1,2030,17.6,100,324,50
Peugeot Nuevo 208 208 5P Active Eléctrico 136,,Eléctricos puros,M1,1910,175.8,100,313,50
