IDAE -  ,,,,,,,,
Peugeot Nuevo 208 208 5P Active Eléctrico Gen2 115,,Eléctricos puros,M1,1910,15.4,115,398,51
Peugeot Nuevo 208 208 5P Active Pack Eléctrico 136,,Eléctricos puros,M1,1910,175.8,100,313,50
Peugeot Nuevo 208 208 5P Allure Eléctrico 100,,Eléctricos puros,M1,1910,175.8,100,313,50
Peugeot Nuevo 208 208 5P Allure Eléctrico 136,,Eléctricos puros,M1,1910,175.8,100,313,50
Peugeot Nuevo 208 208 5P Allure Eléctrico Gen2 115,,Eléctricos puros,M1,1910,15.4,115,398,51
Peugeot Nuevo 208 208 5P Allure Pack Eléctrico 136,,Eléctricos puros,M1,1910,175.8,100,313,50
Peugeot Nuevo 208 208 5P GT Eléctrico 100,,Eléctricos puros,M1,1910,175.8,100,313,50
Peugeot Nuevo 208 208 5P GT Eléctrico 136,,Eléctricos puros,M1,1910,175.8,100,313,50
Peugeot Nuevo 208 208 5P GT Eléctrico Gen2 115,,Eléctricos puros,M1,1910,15.4,115,398,51
Peugeot Nuevo 208 208 5P GT Line Eléctrico 100,,Eléctricos puros,M1,1910,175.8,100,313,50
Peugeot Nuevo 208 208 5P GT Pack Eléctrico 136,,Eléctricos puros,M1,1910,175.8,100,313,50
Peugeot Nuevo 208 208 5P Style Eléctrico 100,,Eléctricos puros,M1,1910,17.6,100,313,50
Peugeot Nuevo E-208 5P Active Eléctrico 136 Kw (100 Kw),,Eléctricos puros,M1,1910,15.4,100,363,46
Peugeot Nuevo E-208 5P Allure Eléctrico 136 Kw (100 Kw),,Eléctricos puros,M1,1910,15.5,100,361,46
Peugeot Nuevo E-208 5P GT Eléctrico 136 Kw (100 Kw),,Eléctricos puros,M1,1910,16,100,351,46
Peugeot Nuevo E-208 5P GT Eléctrico 156 Kw (115 Kw),,Eléctricos puros,M1,1910,14.4,115,400,48
Peugeot Nuevo E-3008 Allure Eléctrico 210 (157 Kw),,Eléctricos puros,M1,2640,16.7,157,527,73
Peugeot Nuevo E-3008 GT Eléctrico 210 (157 Kw),,Eléctricos puros,M1,2640,16.7,157,527,73
Peugeot Partner Tepee Active Eléctrico,,Eléctricos puros,M1,2175,,35,249,51
Peugeot Rifter e-Rifter Active Pack Long 100 Kw,,Eléctricos puros,M1,2320,22.7,100,245,50
Peugeot Rifter e-Rifter Active Pack Standard 100 Kw,,Eléctricos puros,M1,2305,22.7,100,245,50
Peugeot Rifter e-Rifter Allure Long 100 Kw,,Eléctricos puros,M1,2320,22.7,100,245,50
Peugeot Rifter e-Rifter Allure Pack Long 100 Kw,,Eléctricos puros,M1,2320,22.7,100,245,50
Peugeot Rifter e-Rifter Allure Pack Standard 100 Kw,,Eléctricos puros,M1,2305,22.7,100,245,50
Peugeot Rifter e-Rifter Allure Standard 100 Kw,,Eléctricos puros,M1,2305,22.7,100,245,50
Peugeot Rifter e-Rifter GT Long 100 Kw,,Eléctricos puros,M1,2320,22.7,100,245,50
Peugeot Rifter e-Rifter GT Standard 100 Kw,,Eléctricos puros,M1,2305,22.7,100,245,50
Peugeot Traveller e-Traveller Active Eléctrico 100 Kw Batería 75 Kwh Standard,,Eléctricos puros,M1,3100,294.9,100,285,75
Peugeot Traveller e-Traveller Allure Eléctrico 100 Kw Batería 75 Kwh Standard,,Eléctricos puros,M1,3100,294.9,100,285,75
Peugeot Traveller e-Traveller Business Eléctrico 100 Kw Batería 50 Kwh Compact,,Eléctricos puros,M1,2925,281.6,100,196,50
Peugeot Traveller e-Traveller Business Eléctrico 100 Kw Batería 50 Kwh Long,,Eléctricos puros,M1,3030,281.6,100,196,50
Peugeot Traveller e-Traveller Business Eléctrico 100 Kw Batería 50 Kwh Standard,,Eléctricos puros,M1,3015,281.6,100,196,50
Peugeot Traveller e-Traveller Business Eléctrico 100 Kw Batería 75 Kwh Long,,Eléctricos puros,M1,3100,294.9,100,285,75
Peugeot Traveller e-Traveller Business Eléctrico 100 Kw Batería 75 Kwh Standard,,Eléctricos puros,M1,3100,294.9,100,285,75
Polestar Polestar 2 Dual Motor Long Range,,Eléctricos puros,M1,2600,20.2,300,482,78
Polestar Polestar 2 Dual Motor Long Range Performance,,Eléctricos puros,M1,2600,20.2,350,482,78
Polestar Polestar 2 Single Motor Long Range,,Eléctricos puros,M1,2490,18.6,170,542,78
Polestar Polestar 2 Single Motor Standard Range,,Eléctricos puros,M1,2390,17.9,170,474,69
Porsche Taycan 4 Cross Turismo (4 plazas),,Eléctricos puros,M1,2885,16.6,320,676,79.2
Porsche Taycan 4 Cross Turismo (5 plazas),,Eléctricos puros,M1,2885,16.6,320,676,79.2
Porsche Taycan 4S Cross Turismo (4 plazas),,Eléctricos puros,M1,2885,16.6,380,676,79.2
Porsche Taycan 4S Cross Turismo (5 plazas),,Eléctricos puros,M1,2885,16.6,380,676,79.2
Porsche Taycan 4S Sport Limousine (4 plazas),,Eléctricos puros,M1,2880,16.6,340,588,79.2
Porsche Taycan 4S Sport Limousine (5 plazas),,Eléctricos puros,M1,2880,16.6,340,588,79.2
Porsche Taycan 4S Sport Limousine (Altas Prestaciones) (4 plazas),,Eléctricos puros,M1,2880,16.6,380,676,93.4
Porsche Taycan 4S Sport Limousine (Altas Prestaciones) (5 plazas),,Eléctricos puros,M1,2880,16.6,380,676,93.4
Porsche Taycan 4S Sport Turismo (4 o 5 plazas),,Eléctricos puros,M1,2875,16.6,340,588,79.2
Porsche Taycan 4S Sport Turismo (Altas Prestaciones) (4 o 5 plazas),,Eléctricos puros,M1,2875,16.6,380,676,93.4
Porsche Taycan Sport Limousine (5 plazas),,Eléctricos puros,M1,2795,15.3,300,632,79.2
Porsche Taycan Sport Limousine (Altas Prestaciones) (5 plazas),,Eléctricos puros,M1,2795,15.7,320,726,93.4
Porsche Taycan Sport Turismo (4 plazas),,Eléctricos puros,M1,2795,15.3,300,632,79.2
Porsche Taycan Sport Turismo (Altas Prestaciones) (4 plazas),,Eléctricos puros,M1,2795,15.7,320,726,93.4
Porsche Taycan Turbo Cross Turismo (4 o 5 plazas),,Eléctricos puros,M1,2880,16.6,520,671,93.4
Porsche Taycan Turbo GT Sport Limousine (2 plazas),,Eléctricos puros,M1,2470,19.4,581,589,93.4
Porsche Taycan Turbo GT Sport Limousine (4 plazas),,Eléctricos puros,M1,2710,19.4,581,589,93.4
Porsche Taycan Turbo S Cross Turismo (4 o 5 plazas),,Eléctricos puros,M1,2880,16.7,570,665,93.4
Porsche Taycan Turbo S Sport Limousine (4 o 5 plazas),,Eléctricos puros,M1,2870,16.7,570,665,93.4
Porsche Taycan Turbo S Sport Turismo (4 o 5 plazas),,Eléctricos puros,M1,2870,16.7,570,665,93.4
Porsche Taycan Turbo Sport Limousine (4 o 5 plazas),,Eléctricos puros,M1,2880,16.6,520,671,93.4
Porsche Taycan Turbo Sport Turismo (4 o 5 plazas),,Eléctricos puros,M1,2880,16.6,520,671,93.4
"Renault Megane E-TECH 100% eléctrico  EV40 130 cv standard charge (semi: EQU M J2 N, EQU R J2 N)",,Eléctricos puros,M1,2050,14.8,96,310,40
"Renault Megane E-TECH 100% eléctrico EV40 130 cv boost charge (semi: ZEN M J2 N, INT M J2 N)",,Eléctricos puros,M1,2050,14.7,96,310,40
Renault Megane E-TECH 100% eléctrico EV40 130 cv standard charge (semi: ZEN M J2 NE / INT M J2 NE),,Eléctricos puros,M1,2017,16.2,96,300,40
Renault Megane E-TECH 100% eléctrico EV60 130 cv optimum charge (semi: 2BUS M J2 L),,Eléctricos puros,M1,2116,15.9,96,470,60
"Renault Megane E-TECH 100% eléctrico EV60 130 cv optimum charge (semi: EVE2M J2 L, EVE2H J2 L, EVE2R J2 L)",,Eléctricos puros,M1,2137,15.9,96,470,60
Renault Megane E-TECH 100% eléctrico EV60 130 cv super charge (semi: BUS M J2 L),,Eléctricos puros,M1,2116,15.7,96,470,60
Renault Megane E-TECH 100% eléctrico EV60 220 cv optimum charge (semi: 2ZEN M J1 L / 2INT M J1 L / 2PRE M J1 L),,Eléctricos puros,M1,2158,16.4,160,450,60
"Renault Megane E-TECH 100% eléctrico EV60 220 cv optimum charge (semi: TEC2M J1 L, ICO2M J1 L, TEC2H J1 L, ICO2H J1 L)",,Eléctricos puros,M1,2158,16.4,160,450,60
"Renault Megane E-TECH 100% eléctrico EV60 220 cv super charge (semi: TEC M J1 L, TEC H J1 L, TEC R J1 L)",,Eléctricos puros,M1,2158,16.3,160,450,60
"Renault Megane E-TECH 100% eléctrico EV60 220 cv super charge (semi: TEC2R J1 L, ICO2R J1 L)",,Eléctricos puros,M1,2158,16.4,160,450,60
Renault Megane E-TECH 100% eléctrico EV60 220 cv super charge (semi: ZEN M J1 L / INT M J1 L / PRE M J1 L),,Eléctricos puros,M1,2158,16.3,160,450,60
"Renault Megane E-TECH 100% eléctrico GSR2 160 kW (220 cv) autonomía confort (Semi: TEC G J1 L, ICO G J1 L)",,Eléctricos puros,M1,2165,143.7,160,638,60
Renault Megane E-TECH 100% eléctrico GSR2 96 kW (130 cv) autonomía confort (Semi: EVO G J2 L),,Eléctricos puros,M1,2145,143.7,96,638,60
Renault Megane E-TECH 100% eléctrico GSR2 96 kW (130 cv) autonomía urbana (Semi: EVO G J2 N),,Eléctricos puros,M1,2060,139.2,96,429,40
Renault NUEVO KANGOO COMBI E-TECH 100% eléctrico KV2 L1 11kW (semi:K1E2JA 19B / K1E3JA 19B),,Eléctricos puros,M1,2370,173.8,90,304,45
Renault NUEVO KANGOO COMBI E-TECH 100% eléctrico KV2 L1 22kW (semi: K1E2JA 10B / K1E3JA 10B),,Eléctricos puros,M1,2370,174.5,90,300,45
"Renault Nuevo Scenic E-Tech 100% eléctrico EV60 125 kW (170CV) autonomía confort (semi: EA2 M J8 L, EA3 M J8 L)",,Eléctricos puros,M1,2340,15.9,125,611,60
"Renault Nuevo Scenic E-Tech 100% eléctrico EV87 160 kW (220CV) gran autonomía (semi: EA3 M J1 B, EAL M J1 B, EA4 M J1 B)",,Eléctricos puros,M1,2441,16.4,160,844,87
"Renault Nuevo ZOE ZOE ZE - 100 kW R135 Batería 50kWh (semi: 3E3M MC 1LP,4E2M MC 1LP/ 4E3M MC 1LP)",,Eléctricos puros,M1,1988,17.7,100,402,50
Renault Nuevo ZOE ZOE ZE - 100 kW R135 Batería 50kWh (semi: E2M MC 1LP / E3M MC 1LP / INT B MC 1L / ZEN B MC 1L),,Eléctricos puros,M1,1988,16.9,100,402,50
Renault Nuevo ZOE ZOE ZE - 100 kW R135 Batería 50kWh (semi: INT B MC 1LP / ZEN B MC 1LP  INT C MC 1LP / INT C MC 1L),,Eléctricos puros,M1,1988,16.9,100,402,50
Renault Nuevo ZOE ZOE ZE - 100 kW R135 Batería 50kWh (semi:E2M MC 1LP/E3M MC 1LP/2E3M MC 1LP/INT B MC 1L/ ZEN B MC 1L),,Eléctricos puros,M1,1988,16.9,100,402,50
Renault Nuevo ZOE ZOE ZE - 80 kW R110 Batería 50kWh ( semi: E2M MD 1LP B2M MD 1LP / ZEN B MD 1L / ZEN B MD 1LP),,Eléctricos puros,M1,1988,16.9,80,402,50
"Renault Twingo E-TECH 100% eléctrico 2WE 60 kW  R80 Bateria 20kWh (semi: E3W A1E C1X, IMW A1E C1X, E3W A1E C1 X)",,Eléctricos puros,M1,1518,16,60,190,20
"Renault Twingo Electric 2WE ""60 kW  R80 Bateria 20kWh (semi: INTEA1E C1P , IMAEA1E C1P)""",,Eléctricos puros,M1,1518,16,60,190,20
"Renault Twingo Electric 2WE 60 kW  R80 Bateria 20kWh (semi: INTEA1E C1P , IMAEA1E C1P, E3H A1E C1 / VIH A1E C1)",,Eléctricos puros,M1,1518,16,60,190,20
"Renault Twingo Electric 2WE 60 kW R80 Bateria 20kWh (semi: E3H A1E C1 X, IMA2A1E C1 X)",,Eléctricos puros,M1,1518,16,60,190,20
"Renault ZOE E-TECH 100% eléctrico ZOE ZE - 100 kW R135 Batería 50kWh (semi: E1W MD 1LP,E2W MC 1LP,E3W MC 1LP)",,Eléctricos puros,M1,1988,17.7,100,402,50
Renault ZOE E-TECH 100% eléctrico ZOE ZE - 100 kW R135 Batería 50kWh (semi: E2M MC 1LP / E3M MC 1LP / INT B MC 1L / ZEN B MC 1L),,Eléctricos puros,M1,1988,17.7,100,402,50
Renault ZOE E-TECH 100% eléctrico ZOE ZE - 100 kW R135 Batería 50kWh (semi: INT B MC 1LP / ZEN B MC 1LP INT C MC 1LP / INT C MC 1L),,Eléctricos puros,M1,1988,16.9,100,402,50
Renault ZOE E-TECH 100% eléctrico ZOE ZE - 80 kW R110 Batería 40kWh ( semi: E1M MD 1NP / LIF B MD 1N / LIF B MD 1NP),,Eléctricos puros,M1,1976,16.9,80,316,40
"Renault ZOE E-TECH 100% eléctrico ZOE ZE - 80 kW R110 Batería 40kWh (semi: E1M MD 1NP,LIF B MD 1N,LIF B MD 1NP,4E1M MD 1NP,E1W MD 1NP)",,Eléctricos puros,M1,1976,16.9,80,316,40
Renault ZOE E-TECH 100% eléctrico ZOE ZE - 80 kW R110 Batería 50kWh ( semi: E2M MD 1LP B2M MD 1LP / ZEN B MD 1L / ZEN B MD 1LP),,Eléctricos puros,M1,1988,16.9,80,402,50
"Renault ZOE E-TECH 100% eléctrico ZOE ZE - 80 kW R110 Batería 50kWh (semi: 4B2M MD 1LP,4E2M MD 1LP,E2W MD 1LP)",,Eléctricos puros,M1,1988,16.9,80,402,50
Renault Zoe ZOE ZE - 100 kW R135 Batería 50kWh (semi: INT C MC 1LP / INT C MC 1L),,Eléctricos puros,M1,1988,17.7,100,402,50
SEAT Mii electric Mii electric 61kW,,Eléctricos puros,M1,1530,12.7,61,259,37
SEAT Mii electric Mii Electric 61kW (83CV) s48,,Eléctricos puros,M1,1530,12.8,61,255,37
SEAT Mii electric Mii electric Plus 61kW,,Eléctricos puros,M1,1530,12.7,61,259,37
SEAT Mii electric Mii Electric Plus 61kW (83CV) s48,,Eléctricos puros,M1,1530,12.8,61,255,37
Skoda Canarias Enyaq 50,,Eléctricos puros,M1,0,14.6,109,362,51
Skoda Canarias Enyaq 60,,Eléctricos puros,M1,0,16,132,396,58
Skoda Canarias Enyaq 80,,Eléctricos puros,M1,0,15.7,150,544,77
Skoda Canarias Enyaq 80X,,Eléctricos puros,M1,0,16.6,195,521,77
Skoda Canarias Enyaq 85,,Eléctricos puros,M1,0,14.9,210,564,77
Skoda Canarias Enyaq 85X,,Eléctricos puros,M1,0,15.9,210,537,77
Skoda Canarias Enyaq Coupé 60,,Eléctricos puros,M1,0,15.6,132,408,58
Skoda Canarias Enyaq Coupé 80,,Eléctricos puros,M1,0,15.5,150,545,77
Skoda Canarias Enyaq Coupé 80X,,Eléctricos puros,M1,0,16.4,195,525,77
Skoda Canarias Enyaq Coupé 85,,Eléctricos puros,M1,0,14.6,210,572,77
Skoda Canarias Enyaq Coupé 85X,,Eléctricos puros,M1,0,15.7,210,544,77
Skoda Canarias Enyaq Coupé RS,,Eléctricos puros,M1,0,16.7,220,508,77
Skoda Canarias Enyaq Coupé RS,,Eléctricos puros,M1,0,15.7,250,547,77
Skoda Canarias Enyaq Coupé Sportline 60,,Eléctricos puros,M1,0,16,132,402,58
Skoda Canarias Enyaq Coupé Sportline 80,,Eléctricos puros,M1,0,15.8,150,534,77
Skoda Canarias Enyaq Coupé Sportline 80X,,Eléctricos puros,M1,0,16.4,195,514,77
Skoda Canarias Enyaq Coupé Sportline 85,,Eléctricos puros,M1,0,15,210,561,77
Skoda Canarias Enyaq Coupé Sportline 85X,,Eléctricos puros,M1,0,16,210,534,77
Skoda Canarias Enyaq RS,,Eléctricos puros,M1,0,16.9,220,516,77
Skoda Canarias Enyaq RS,,Eléctricos puros,M1,0,15.9,250,541,77
Skoda Canarias Enyaq Sportline 60,,Eléctricos puros,M1,0,16.2,132,390,58
Skoda Canarias Enyaq Sportline 80,,Eléctricos puros,M1,0,16.1,150,533,77
Skoda Canarias Enyaq Sportline 80X,,Eléctricos puros,M1,0,17,195,510,77
Skoda Canarias Enyaq Sportline 85,,Eléctricos puros,M1,0,15.2,210,522,77
Skoda Canarias Enyaq Sportline 85X,,Eléctricos puros,M1,0,16.3,210,527,77
"SKODA CITIGO IV MY20 Bateria 36,8 kWh 61kW (83CV) Automatico 1 vel",,Eléctricos puros,M1,790,12.9,61,253,61
"SKODA CITIGO IV MY21 Bateria 36,8 kWh 61kW (83CV) Automatico 1 vel",,Eléctricos puros,M1,790,12.9,61,253,61
SKODA ENYAQ COUPÉ IV MY23 80 - 4x4 195 kW (265 CV) 82 kWh (77 kwh neta) (MTMA 2750),,Eléctricos puros,M1,2750,17.4,195,528,77
SKODA ENYAQ COUPÉ IV MY23 80 150 kW (204 CV) 82 kWh (77 kwh neta) (MTMA 2600),,Eléctricos puros,M1,2600,16.6,150,552,77
SKODA ENYAQ COUPÉ IV MY23 80 150 kW (204 CV) 82 kWh (77 kwh neta) (MTMA 2649),,Eléctricos puros,M1,2649,16.6,150,552,77
SKODA ENYAQ COUPÉ IV MY23 RS 220 kW (300 CV) 82 kWh (77 kwh neta) (MTMA 2750),,Eléctricos puros,M1,2750,17.5,220,523,77
SKODA ENYAQ COUPÉ IV MY23 Sportline 80 150 kW (204 CV) 82 kWh (77 kwh neta) (MTMA 2600),,Eléctricos puros,M1,2600,16.6,150,552,77
SKODA ENYAQ COUPÉ IV MY23 Sportline 80 150 kW (204 CV) 82 kWh (77 kwh neta) (MTMA 2649),,Eléctricos puros,M1,2649,16.6,150,552,77
SKODA ENYAQ COUPÉ MY24 60 132 kW (180 CV) 60 kWh (58 kwh neta) (MTMA 2510),,Eléctricos puros,M1,2510,15.7,132,408,58
SKODA ENYAQ COUPÉ MY24 85 - 4x4 210 kW (286 CV) 82 kWh (77 kwh neta) (MTMA 2750),,Eléctricos puros,M1,2750,15.7,210,545,77
SKODA ENYAQ COUPÉ MY24 85 210 kW (286 CV) 82 kWh (77 kwh neta) (MTMA 2650),,Eléctricos puros,M1,2650,14.6,210,573,77
SKODA ENYAQ COUPÉ MY24 RS 250 kW (341 CV) 82 kWh (77 kwh neta) (MTMA 2750),,Eléctricos puros,M1,2750,15.7,250,547,77
SKODA ENYAQ COUPÉ MY24 Sportline 85 210 kW (286 CV) 82 kWh (77 kwh neta) (MTMA 2650),,Eléctricos puros,M1,2650,15,210,561,77
"SKODA ENYAQ iV MY21 60 Bateria 58,3 kWh Electromotor 132 KW (180 CV) Automatico 1 vel",,Eléctricos puros,M1,3509,15.6,132,412,58
"SKODA ENYAQ iV MY21 80 Bateria 77,1 kWh Electromotor 150 KW (204 CV) Automatico 1 vel",,Eléctricos puros,M1,3612,16.6,150,535,77
SKODA ENYAQ IV MY23 60 132 kW (180 CV) 62 kWh (MTMA 2500),,Eléctricos puros,M1,2500,16.9,132,416,58
SKODA ENYAQ IV MY23 80 - 4x4 195 kW (265 CV) 82 kWh (77 kwh neta) (MTMA 2750),,Eléctricos puros,M1,2750,17.3,195,521,77
SKODA ENYAQ IV MY23 80 150 kW (204 CV) 82 kWh (77 kwh neta) (MTMA 2600),,Eléctricos puros,M1,2600,16.6,150,544,77
SKODA ENYAQ IV MY23 80 150 kW (204 CV) 82 kWh (77 kwh neta) (MTMA 2657),,Eléctricos puros,M1,2657,16.6,150,544,77
SKODA ENYAQ IV MY23 Sportline 80 150 kW (204 CV) 82 kWh (77 kwh neta) (MTMA 2600),,Eléctricos puros,M1,2600,16.6,150,544,77
SKODA ENYAQ IV MY23 Sportline 80 150 kW (204 CV) 82 kWh (77 kwh neta) (MTMA 2657),,Eléctricos puros,M1,2657,16.6,150,544,77
"SKODA ENYAQ MY22 60 Bateria 58,3 kWh Electromotor 132 KW (180 CV) Automatico 1 vel.",,Eléctricos puros,M1,3500,15.7,132,411,60
"SKODA ENYAQ MY22 80 Bateria 77,1 kWh Electromotor 150 KW (204 CV) Automatico 1 vel.",,Eléctricos puros,M1,3540,16.8,150,520,60
"SKODA ENYAQ MY22 80x Bateria 77,1 kWh Electromotor 195 KW (265 CV) Automatico 1 vel.",,Eléctricos puros,M1,3950,17.4,195,470,80
"SKODA ENYAQ MY22 Sportline 80 Bateria 77,1 kWh Electromotor 150 KW (204 CV) Automatico 1 vel.",,Eléctricos puros,M1,3540,17.1,150,520,80
"SKODA ENYAQ MY22 Sportline 80x Bateria 77,1 kWh Electromotor 195 KW (265 CV) Automatico 1 vel.",,Eléctricos puros,M1,3950,17.7,195,470,80
SKODA ENYAQ MY24 60 132 kW (180 CV) 60 kWh (58 kwh neta) (MTMA 2504),,Eléctricos puros,M1,2504,16.4,132,400,58
SKODA ENYAQ MY24 85 - 4x4 210 kW (286 CV) 82 kWh (77 kwh neta) (MTMA 2750),,Eléctricos puros,M1,2750,16.2,210,537,77
SKODA ENYAQ MY24 85 210 kW (286 CV) 82 kWh (77 kwh neta) (MTMA 2650),,Eléctricos puros,M1,2650,15.2,210,565,77
SKODA ENYAQ MY24 RS 250 kW (341 CV) 82 kWh (77 kwh neta) (MTMA 2750),,Eléctricos puros,M1,2750,16.1,250,541,77
SKODA ENYAQ MY24 Sportline 85 210 kW (286 CV) 82 kWh (77 kwh neta) (MTMA 2650),,Eléctricos puros,M1,2650,15.5,210,553,77
SKYWELL BE11  ,,Eléctricos puros,M1,,15.6,150,400,72
SKYWELL BE11 LR,,Eléctricos puros,M1,,15.6,150,477,86
smart #1 (HX11) BRABUS,,Eléctricos puros,M1,2325,18.2,315,400,66
smart #1 (HX11) Launch Edition,,Eléctricos puros,M1,2225,16.8,200,440,66
smart #1 (HX11) Premium,,Eléctricos puros,M1,2225,16.8,200,440,66
smart #1 (HX11) Pro,,Eléctricos puros,M1,2205,18.1,200,310,49
smart #1 (HX11) Pro+,,Eléctricos puros,M1,2213,17.4,200,420,66
smart #1 (HX11) Pulse,,Eléctricos puros,M1,2325,18.2,315,400,66
smart #3 (HC11) BRABUS,,Eléctricos puros,M1,2360,17.6,315,415,66
smart #3 (HC11) Edición 25 aniversario,,Eléctricos puros,M1,2260,16.3,200,455,66
smart #3 (HC11) Premium,,Eléctricos puros,M1,2260,16.3,200,455,66
smart #3 (HC11) Pro,,Eléctricos puros,M1,2199,17.2,200,325,49
smart #3 (HC11) Pro+,,Eléctricos puros,M1,2230,16.8,200,435,66
smart forfour EQ forfour (W453) ,,Eléctricos puros,M1,1570,19.4,60,120,17.6
smart fortwo EQ fortwo (C453) ,,Eléctricos puros,M1,1310,18.6,60,125,17.6
smart fortwo EQ fortwo cabrio (A453) ,,Eléctricos puros,M1,1340,18.9,60,123,17.6
SsangYong KORANDO E-MOTION URBAN,,Eléctricos puros,M1,2250,16.8,140,339,61
Subaru SOLTERRA TOURING,,Eléctricos puros,M1,2550,18,160,414,71.4
Subaru SOLTERRA TREK,,Eléctricos puros,M1,2550,16.1,160,465,71
TESLA  Model X Gran autonomía,,Eléctricos puros,M1,3040,21.5,421,561,100
TESLA  Model X Gran autonomía,,Eléctricos puros,M1,3040,21.5,421,561,100
TESLA  Model X Gran autonomía,,Eléctricos puros,M1,3040,21.5,421,561,100
TESLA  Model X Performance,,Eléctricos puros,M1,3087,22.1,599,548,100
TESLA  Model X Performance,,Eléctricos puros,M1,3087,22.1,599,548,100
TESLA  Model X Performance,,Eléctricos puros,M1,3087,22.1,599,548,100
TESLA Model 3 Autonomía estándar plus,,Eléctricos puros,M1,2139,14.2,239,448,50
TESLA Model 3 Gran autonomía - 580km,,Eléctricos puros,M1,2232,14.8,366,580,74
TESLA Model 3 Gran autonomía - 602km,,Eléctricos puros,M1,2232,14.7,366,602,74
TESLA Model 3 Gran autonomía - 614km,,Eléctricos puros,M1,2232,14.7,366,614,74
TESLA Model 3 Highland Gran Autonomía,,Eléctricos puros,M1,2263,14,366,629,77
TESLA Model 3 Highland Tracción Trasera,,Eléctricos puros,M1,2200,13.2,208,513,60
TESLA Model 3 Performance,,Eléctricos puros,M1,2232,16.5,377,567,74
TESLA Model 3 Performance - 559km,,Eléctricos puros,M1,2232,16.5,377,559,74
TESLA Model 3 Tracción trasera,,Eléctricos puros,M1,2139,14.4,239,491,50
TESLA Model 3 Tracción Trasera - Gran Autonomía,,Eléctricos puros,M1,2139,13.8,208,638,74
TESLA Model S Gran autonomía,,Eléctricos puros,M1,2574,18.5,421,652,100
TESLA Model S Performance,,Eléctricos puros,M1,2626,19,599,639,100
TESLA Model Y Gran autonomía,,Eléctricos puros,M1,2371,16.9,378,542,74
TESLA Model Y Performance,,Eléctricos puros,M1,2371,17.3,393,514,74
TESLA Model Y Tracción trasera,,Eléctricos puros,M1,2549,15.7,220,455,50
TESLA Model Y Tracción trasera - Gran Autonomía,,Eléctricos puros,M1,2423,14.9,255,600,77
Toyota BZ4X 4x2 Eco/Advance/Style/Style plus (MY22),,Eléctricos puros,M1,2465,14,150,516,71.4
Toyota BZ4X 4x4 Eco/Advance/Style/Style plus/Luxury (MY22),,Eléctricos puros,M1,2550,16,160,470,71.4
